year,station_id,station_name,morning_entries,morning_exits,midday_entries,midday_exits,evening_entries,evening_exits,night_entries,night_exits,total_entries,total_exits,total_flow,morning_total_flow,midday_total_flow,evening_total_flow,night_total_flow,peak_total_flow,entry_exit_imbalance,bottleneck_score
2022,pendle_hill,Pendle Hill Station,1140,240,410,380,470,1070,220,400,2240,2090,4330,1380,790,1540,620,2920,150,0.674364896073903
2022,pennant_hills,Pennant Hills Station,600,230,300,220,330,560,90,210,1320,1220,2540,830,520,890,300,1720,100,0.6771653543307087
2022,penrith,Penrith Station,2210,1190,950,1010,1420,2500,760,820,5340,5520,10860,3400,1960,3920,1580,7320,-180,0.6740331491712708
2022,penshurst,Penshurst Station,1170,140,430,240,330,950,200,550,2130,1880,4010,1310,670,1280,750,2590,250,0.6458852867830424
2022,petersham,Petersham Station,920,610,440,300,770,950,240,440,2370,2300,4670,1530,740,1720,680,3250,70,0.69593147751606
2022,picton,Picton Station,0,0,0,0,0,0,0,0,100,80,180,0,0,0,0,0,20,0.0
2022,point_clare,Point Clare Station,0,0,0,0,0,0,0,0,90,100,190,0,0,0,0,0,-10,0.0
2022,port_kembla,Port Kembla Station,0,0,0,0,0,0,0,0,70,50,120,0,0,0,0,0,20,0.0
2022,punchbowl,Punchbowl Station,760,200,360,260,330,760,220,360,1670,1580,3250,960,620,1090,580,2050,90,0.6307692307692307
2022,pymble,Pymble Station,750,360,290,200,540,690,70,250,1650,1500,3150,1110,490,1230,320,2340,150,0.7428571428571429
2022,quakers_hill,Quakers Hill Station,1160,120,330,210,280,1010,160,320,1930,1660,3590,1280,540,1290,480,2570,270,0.7158774373259053
2022,redfern,Redfern Station,3360,7050,2850,2720,7240,4080,2320,2520,15770,16370,32140,10410,5570,11320,4840,21730,-600,0.6761045426260112
2022,regents_park,Regents Park Station,240,300,220,150,310,270,100,130,870,850,1720,540,370,580,230,1120,20,0.6511627906976745
2022,revesby,Revesby Station,1710,330,560,470,600,1550,320,710,3190,3060,6250,2040,1030,2150,1030,4190,130,0.6704
2022,rhodes,Rhodes Station,2910,1040,1210,970,1680,2710,590,1480,6390,6200,12590,3950,2180,4390,2070,8340,190,0.6624305003971406
2022,richmond,Richmond Station,200,70,130,100,110,190,80,80,520,440,960,270,230,300,160,570,80,0.59375
2022,riverstone,Riverstone Station,400,100,140,110,150,350,110,140,800,700,1500,500,250,500,250,1000,100,0.6666666666666666
2022,riverwood,Riverwood Station,1230,160,430,350,370,1070,280,600,2310,2180,4490,1390,780,1440,880,2830,130,0.6302895322939867
2022,rockdale,Rockdale Station,2730,720,1700,1310,1500,2710,990,1970,6920,6710,13630,3450,3010,4210,2960,7660,210,0.561995597945708
2022,rooty_hill,Rooty Hill Station,1260,220,430,360,440,1240,340,540,2470,2360,4830,1480,790,1680,880,3160,110,0.6542443064182195
2022,roseville,Roseville Station,990,230,360,280,510,860,110,440,1970,1810,3780,1220,640,1370,550,2590,160,0.6851851851851852
2022,rouse_hill,Rouse Hill Station,1080,270,440,430,490,1270,190,340,2200,2310,4510,1350,870,1760,530,3110,-110,0.6895787139689579
2022,schofields,Schofields Station,1790,130,320,270,340,1480,230,590,2680,2470,5150,1920,590,1820,820,3740,210,0.7262135922330097
2022,sefton,Sefton Station,210,90,120,60,140,190,40,70,510,410,920,300,180,330,110,630,100,0.6847826086956522
2022,seven_hills,Seven Hills Station,1990,730,710,580,1110,1840,460,900,4270,4050,8320,2720,1290,2950,1360,5670,220,0.6814903846153846
2022,shellharbour_junction,Shellharbour Junction Station,0,0,0,0,0,0,0,0,100,100,200,0,0,0,0,0,0,0.0
2022,springwood,Springwood Station,360,70,120,90,120,350,80,110,680,620,1300,430,210,470,190,900,60,0.6923076923076923
2022,st_james,St James Station,180,4390,1310,1660,4270,810,950,330,6710,7190,13900,4570,2970,5080,1280,9650,-480,0.6942446043165468
2022,st_leonards,St Leonards Station,2520,5720,2300,1830,5840,2660,1000,1460,11660,11670,23330,8240,4130,8500,2460,16740,-10,0.7175310758679811
2022,st_marys,St Marys Station,1420,710,650,550,910,1470,470,520,3450,3250,6700,2130,1200,2380,990,4510,200,0.673134328358209
2022,st_peters,St Peters Station,1180,360,380,290,680,1070,250,550,2490,2270,4760,1540,670,1750,800,3290,220,0.6911764705882353
2022,stanmore,Stanmore Station,1270,360,350,290,660,1090,170,500,2450,2240,4690,1630,640,1750,670,3380,210,0.720682302771855
2022,stanwell_park,Stanwell Park Station,0,0,0,0,0,0,0,0,50,50,100,0,0,0,0,0,0,0.0
2022,strathfield,Strathfield Station,6360,2950,3550,3070,5240,6730,2780,4640,17930,17390,35320,9310,6620,11970,7420,21280,540,0.6024915062287656
2022,summer_hill,Summer Hill Station,1310,290,460,360,540,1190,220,530,2530,2370,4900,1600,820,1730,750,3330,160,0.6795918367346939
2022,sutherland,Sutherland Station,2620,670,880,780,1030,2430,480,990,5010,4870,9880,3290,1660,3460,1470,6750,140,0.6831983805668016
2022,sydenham,Sydenham Station,1230,1460,870,760,1740,1230,670,950,4510,4400,8910,2690,1630,2970,1620,5660,110,0.6352413019079686
2022,tahmoor,Tahmoor Station,0,0,0,0,0,0,0,0,100,100,200,0,0,0,0,0,0,0.0
2022,tallawong,Tallawong Station,2390,140,370,260,360,2060,250,740,3370,3200,6570,2530,630,2420,990,4950,170,0.7534246575342466
2022,tascott,Tascott Station,0,0,0,0,0,0,0,0,80,60,140,0,0,0,0,0,20,0.0
2022,telarah,Telarah Station,0,0,0,0,0,0,0,0,120,100,220,0,0,0,0,0,20,0.0
2022,telopea,Telopea Station,0,0,0,0,0,0,0,0,80,60,140,0,0,0,0,0,20,0.0
2022,tempe,Tempe Station,500,190,110,90,280,450,50,130,940,860,1800,690,200,730,180,1420,80,0.7888888888888889
2022,thirroul,Thirroul Station,390,40,120,100,80,340,70,130,660,610,1270,430,220,420,200,850,50,0.6692913385826772
2022,thornleigh,Thornleigh Station,530,140,180,150,220,480,60,210,990,980,1970,670,330,700,270,1370,10,0.6954314720812182
2022,thornton,Thornton Station,0,0,0,0,0,0,0,0,150,110,260,0,0,0,0,0,40,0.0
2022,toongabbie,Toongabbie Station,990,190,380,320,360,970,200,360,1930,1840,3770,1180,700,1330,560,2510,90,0.6657824933687002
2022,town_hall,Town Hall Station,4600,28560,11060,14200,31370,15350,17440,6500,64470,64610,129080,33160,25260,46720,23940,79880,-140,0.6188410288193369
2022,towradgi,Towradgi Station,0,0,0,0,0,0,0,0,50,40,90,0,0,0,0,0,10,0.0
2022,tuggerah,Tuggerah Station,340,130,180,160,170,350,160,160,850,800,1650,470,340,520,320,990,50,0.6
2022,turramurra,Turramurra Station,1490,300,520,360,550,1330,140,520,2700,2510,5210,1790,880,1880,660,3670,190,0.7044145873320538
2022,turrella,Turrella Station,290,80,120,70,140,280,80,180,630,610,1240,370,190,420,260,790,20,0.6370967741935484
2022,unanderra,Unanderra Station,0,0,0,0,0,0,0,0,250,230,480,0,0,0,0,0,20,0.0
2022,valley_heights,Valley Heights Station,0,0,0,0,0,0,0,0,40,40,80,0,0,0,0,0,0,0.0
2022,victoria_street,Victoria Street Station,0,0,0,0,0,0,0,0,200,170,370,0,0,0,0,0,30,0.0
2022,villawood,Villawood Station,160,80,90,80,130,140,40,60,420,360,780,240,170,270,100,510,60,0.6538461538461539
2022,vineyard,Vineyard Station,0,0,0,0,0,0,0,0,80,90,170,0,0,0,0,0,-10,0.0
2022,wahroonga,Wahroonga Station,720,280,240,280,460,560,80,230,1500,1350,2850,1000,520,1020,310,2020,150,0.7087719298245614
2022,waitara,Waitara Station,1230,370,330,260,620,1050,130,430,2310,2110,4420,1600,590,1670,560,3270,200,0.7398190045248869
2022,warabrook,Warabrook Station,0,0,0,0,0,0,0,0,90,90,180,0,0,0,0,0,0,0.0
2022,waratah,Waratah Station,0,0,0,0,0,0,0,0,150,130,280,0,0,0,0,0,20,0.0
2022,warnervale,Warnervale Station,0,0,0,0,0,0,0,0,150,150,300,0,0,0,0,0,0,0.0
2022,warrawee,Warrawee Station,280,160,90,60,250,260,40,110,660,590,1250,440,150,510,150,950,70,0.76
2022,warrimoo,Warrimoo Station,0,0,0,0,0,0,0,0,90,70,160,0,0,0,0,0,20,0.0
2022,warwick_farm,Warwick Farm Station,860,230,300,240,380,790,270,370,1810,1630,3440,1090,540,1170,640,2260,180,0.6569767441860465
2022,waterfall,Waterfall Station,0,0,0,0,0,0,0,0,290,270,560,0,0,0,0,0,20,0.0
2022,waverton,Waverton Station,700,210,350,240,420,590,110,370,1580,1410,2990,910,590,1010,480,1920,170,0.6421404682274248
2022,wentworth_falls,Wentworth Falls Station,0,0,0,0,0,0,0,0,230,200,430,0,0,0,0,0,30,0.0
2022,wentworthville,Wentworthville Station,1360,180,490,400,480,1320,260,600,2590,2500,5090,1540,890,1800,860,3340,90,0.656188605108055
2022,werrington,Werrington Station,430,60,160,120,120,390,110,150,820,720,1540,490,280,510,260,1000,100,0.6493506493506493
2022,west_ryde,West Ryde Station,1500,470,700,570,760,1510,320,630,3280,3180,6460,1970,1270,2270,950,4240,100,0.6563467492260062
2022,westmead,Westmead Station,1380,1680,1160,900,2030,1260,550,900,5120,4740,9860,3060,2060,3290,1450,6350,380,0.6440162271805274
2022,wiley_park,Wiley Park Station,510,60,260,170,210,480,160,280,1140,990,2130,570,430,690,440,1260,150,0.5915492957746479
2022,windsor,Windsor Station,220,90,100,100,120,230,70,80,510,500,1010,310,200,350,150,660,10,0.6534653465346535
2022,wolli_creek,Wolli Creek Station,2790,560,1360,940,1430,2730,710,2020,6290,6250,12540,3350,2300,4160,2730,7510,40,0.5988835725677831
2022,wollongong,Wollongong Station,460,320,330,260,350,490,220,250,1360,1320,2680,780,590,840,470,1620,40,0.6044776119402985
2022,wollstonecraft,Wollstonecraft Station,920,120,320,230,330,740,90,400,1660,1490,3150,1040,550,1070,490,2110,170,0.6698412698412698
2022,woodford,Woodford Station,0,0,0,0,0,0,0,0,70,60,130,0,0,0,0,0,10,0.0
2022,woolooware,Woolooware Station,570,80,140,120,120,470,60,160,890,830,1720,650,260,590,220,1240,60,0.7209302325581395
2022,woonona,Woonona Station,0,0,0,0,0,0,0,0,90,70,160,0,0,0,0,0,20,0.0
2022,woy_woy,Woy Woy Station,1360,170,480,430,300,1420,390,470,2530,2490,5020,1530,910,1720,860,3250,40,0.647410358565737
2022,wyee,Wyee Station,0,0,0,0,0,0,0,0,170,140,310,0,0,0,0,0,30,0.0
2022,wynyard,Wynyard Station,3440,33460,6420,8000,28690,8680,11800,3820,50350,53960,104310,36900,14420,37370,15620,74270,-3610,0.7120122711149458
2022,wyong,Wyong Station,420,130,210,200,170,410,220,280,1020,1020,2040,550,410,580,500,1130,0,0.553921568627451
2022,yagoona,Yagoona Station,510,100,220,170,190,460,130,230,1050,960,2010,610,390,650,360,1260,90,0.6268656716417911
2022,yennora,Yennora Station,250,310,220,170,310,220,110,190,890,890,1780,560,390,530,300,1090,0,0.6123595505617978
2023,adamstown,Adamstown Station,0,0,0,0,0,0,0,0,100,90,190,0,0,0,0,0,10,0.0
2023,albion_park,Albion Park Station,0,0,0,0,0,0,0,0,230,210,440,0,0,0,0,0,20,0.0
2023,allawah,Allawah Station,1160,150,490,320,410,1010,290,680,2350,2160,4510,1310,810,1420,970,2730,190,0.6053215077605322
2023,arncliffe,Arncliffe Station,1130,170,380,270,420,980,200,510,2130,1930,4060,1300,650,1400,710,2700,200,0.6650246305418719
2023,artarmon,Artarmon Station,2020,610,760,690,1090,1780,360,990,4230,4070,8300,2630,1450,2870,1350,5500,160,0.6626506024096386
2023,ashfield,Ashfield Station,4010,1270,2110,1660,2250,4080,1140,2470,9510,9480,18990,5280,3770,6330,3610,11610,30,0.6113744075829384
2023,asquith,Asquith Station,790,180,220,130,240,580,60,220,1310,1110,2420,970,350,820,280,1790,200,0.7396694214876033
2023,auburn,Auburn Station,4210,2070,3210,2560,3830,4810,2290,3520,13540,12960,26500,6280,5770,8640,5810,14920,580,0.5630188679245283
2023,austinmer,Austinmer Station,0,0,0,0,0,0,0,0,100,70,170,0,0,0,0,0,30,0.0
2023,banksia,Banksia Station,770,100,200,140,230,690,120,310,1320,1240,2560,870,340,920,430,1790,80,0.69921875
2023,bankstown,Bankstown Station,2710,1660,2130,2060,2380,2970,920,1520,8140,8210,16350,4370,4190,5350,2440,9720,-70,0.5944954128440367
2023,bardwell_park,Bardwell Park Station,560,60,160,140,150,470,90,240,960,910,1870,620,300,620,330,1240,50,0.6631016042780749
2023,bargo,Bargo Station,0,0,0,0,0,0,0,0,40,40,80,0,0,0,0,0,0,0.0
2023,bathurst,Bathurst Station,0,0,0,0,0,0,0,0,70,40,110,0,0,0,0,0,30,0.0
2023,beecroft,Beecroft Station,680,160,210,220,300,590,80,220,1270,1190,2460,840,430,890,300,1730,80,0.7032520325203252
2023,bella_vista,Bella Vista Station,1190,420,360,290,650,1200,200,440,2400,2350,4750,1610,650,1850,640,3460,50,0.728421052631579
2023,bellambi,Bellambi Station,0,0,0,0,0,0,0,0,90,60,150,0,0,0,0,0,30,0.0
2023,belmore,Belmore Station,1050,160,430,350,390,840,270,550,2140,1900,4040,1210,780,1230,820,2440,240,0.6039603960396039
2023,berala,Berala Station,750,90,390,310,240,820,190,360,1570,1580,3150,840,700,1060,550,1900,-10,0.6031746031746031
2023,beresfield,Beresfield Station,0,0,0,0,0,0,0,0,130,100,230,0,0,0,0,0,30,0.0
2023,berowra,Berowra Station,780,70,130,110,140,650,50,150,1100,980,2080,850,240,790,200,1640,120,0.7884615384615384
2023,berry,Berry Station,0,0,0,0,0,0,0,0,40,60,100,0,0,0,0,0,-20,0.0
2023,beverly_hills,Beverly Hills Station,850,130,300,190,270,740,160,420,1580,1480,3060,980,490,1010,580,1990,100,0.6503267973856209
2023,bexley_north,Bexley North Station,590,70,170,140,150,500,100,250,1010,960,1970,660,310,650,350,1310,50,0.6649746192893401
2023,birrong,Birrong Station,490,70,180,130,110,380,60,210,840,790,1630,560,310,490,270,1050,50,0.6441717791411042
2023,blackheath,Blackheath Station,0,0,0,0,0,0,0,0,150,130,280,0,0,0,0,0,20,0.0
2023,blacktown,Blacktown Station,4790,3170,3500,3060,4050,5730,1970,2840,14310,14800,29110,7960,6560,9780,4810,17740,-490,0.6094125729989694
2023,blaxland,Blaxland Station,250,40,60,60,70,230,50,80,430,410,840,290,120,300,130,590,20,0.7023809523809523
2023,bomaderry,Bomaderry Station,0,0,0,0,0,0,0,0,220,160,380,0,0,0,0,0,60,0.0
2023,bondi_junction,Bondi Junction Station,8130,4600,3640,4140,6410,8250,2250,3130,20430,20120,40550,12730,7780,14660,5380,27390,310,0.675462392108508
2023,bowral,Bowral Station,0,0,0,0,0,0,0,0,180,170,350,0,0,0,0,0,10,0.0
2023,broadmeadow,Broadmeadow Station,260,130,200,170,180,180,120,110,760,590,1350,390,370,360,230,750,170,0.5555555555555556
2023,bullaburra,Bullaburra Station,0,0,0,0,0,0,0,0,40,40,80,0,0,0,0,0,0,0.0
2023,bulli,Bulli Station,0,0,0,0,0,0,0,0,150,130,280,0,0,0,0,0,20,0.0
2023,burwood,Burwood Station,4500,2890,4110,3890,5090,6460,2870,3620,16570,16860,33430,7390,8000,11550,6490,18940,-290,0.5665569847442417
2023,cabramatta,Cabramatta Station,2450,750,1920,1820,1350,2510,760,1310,6480,6390,12870,3200,3740,3860,2070,7060,90,0.5485625485625486
2023,camellia,Camellia Station,0,0,0,0,0,0,0,0,110,70,180,0,0,0,0,0,40,0.0
2023,campbelltown,Campbelltown Station,2540,740,830,810,940,2530,890,1040,5200,5120,10320,3280,1640,3470,1930,6750,80,0.6540697674418605
2023,campsie,Campsie Station,2550,860,1660,1370,1280,2560,860,1610,6350,6400,12750,3410,3030,3840,2470,7250,-50,0.5686274509803921
2023,canley_vale,Canley Vale Station,1040,180,460,330,390,970,280,540,2170,2020,4190,1220,790,1360,820,2580,150,0.6157517899761337
2023,canterbury,Canterbury Station,1040,160,440,260,430,870,270,690,2180,1980,4160,1200,700,1300,960,2500,200,0.6009615384615384
2023,cardiff,Cardiff Station,300,80,150,140,110,260,120,110,680,590,1270,380,290,370,230,750,90,0.5905511811023622
2023,caringbah,Caringbah Station,1150,590,510,410,680,1030,200,340,2540,2370,4910,1740,920,1710,540,3450,170,0.7026476578411406
2023,carlingford,Carlingford Station,0,0,0,0,0,0,0,0,60,60,120,0,0,0,0,0,0,0.0
2023,carlton,Carlton Station,1400,120,460,350,370,1180,230,610,2460,2260,4720,1520,810,1550,840,3070,200,0.6504237288135594
2023,carramar,Carramar Station,220,40,130,90,90,220,80,90,520,440,960,260,220,310,170,570,80,0.59375
2023,castle_hill,Castle Hill Station,1510,1420,1160,1110,2000,2130,490,610,5160,5270,10430,2930,2270,4130,1100,7060,-110,0.6768935762224353
2023,casula,Casula Station,140,50,80,60,80,140,40,60,340,310,650,190,140,220,100,410,30,0.6307692307692307
2023,central,Central Station,7780,31480,13860,17880,32330,15970,15970,7430,69940,72760,142700,39260,31740,48300,23400,87560,-2820,0.6135949544498949
2023,chatswood,Chatswood Station,4790,7600,5140,5740,10300,8580,3680,3040,23910,24960,48870,12390,10880,18880,6720,31270,-1050,0.6398608553304685
2023,cheltenham,Cheltenham Station,0,0,0,0,0,0,0,0,960,800,1760,0,0,0,0,0,160,0.0
2023,cherrybrook,Cherrybrook Station,1850,380,600,450,880,1660,170,780,3500,3270,6770,2230,1050,2540,950,4770,230,0.7045790251107829
2023,chester_hill,Chester Hill Station,400,160,200,150,220,380,90,150,910,840,1750,560,350,600,240,1160,70,0.6628571428571428
2023,circular_quay,Circular Quay Station,2000,7190,3180,5620,8750,8680,16580,8530,30510,30020,60530,9190,8800,17430,25110,26620,490,0.4397819263175285
2023,clarendon,Clarendon Station,0,0,0,0,0,0,0,0,60,60,120,0,0,0,0,0,0,0.0
2023,clyde,Clyde Station,270,300,220,140,340,270,130,220,960,930,1890,570,360,610,350,1180,30,0.6243386243386243
2023,como,Como Station,0,0,0,0,0,0,0,0,600,510,1110,0,0,0,0,0,90,0.0
2023,concord_west,Concord West Station,970,140,320,250,330,840,140,420,1760,1650,3410,1110,570,1170,560,2280,110,0.6686217008797654
2023,coniston,Coniston Station,0,0,0,0,0,0,0,0,210,200,410,0,0,0,0,0,10,0.0
2023,corrimal,Corrimal Station,0,0,0,0,0,0,0,0,150,140,290,0,0,0,0,0,10,0.0
2023,cowan,Cowan Station,0,0,0,0,0,0,0,0,50,40,90,0,0,0,0,0,10,0.0
2023,cronulla,Cronulla Station,780,400,510,510,480,700,200,280,1970,1890,3860,1180,1020,1180,480,2360,80,0.6113989637305699
2023,croydon,Croydon Station,1160,260,350,250,510,1010,150,430,2170,1950,4120,1420,600,1520,580,2940,220,0.7135922330097088
2023,dapto,Dapto Station,0,0,0,0,0,0,0,0,410,380,790,0,0,0,0,0,30,0.0
2023,denistone,Denistone Station,0,0,0,0,0,0,0,0,460,390,850,0,0,0,0,0,70,0.0
2023,domestic,Domestic Station,1940,1910,2640,1850,2070,2120,1610,760,8260,6640,14900,3850,4490,4190,2370,8040,1620,0.5395973154362416
2023,doonside,Doonside Station,1350,150,430,340,340,1210,290,510,2410,2210,4620,1500,770,1550,800,3050,200,0.6601731601731602
2023,dulwich_hill,Dulwich Hill Station,1010,370,360,240,440,750,180,480,1990,1840,3830,1380,600,1190,660,2570,150,0.6710182767624021
2023,dundas,Dundas Station,0,0,0,0,0,0,0,0,80,90,170,0,0,0,0,0,-10,0.0
2023,east_hills,East Hills Station,390,60,120,80,110,360,70,160,690,660,1350,450,200,470,230,920,30,0.6814814814814815
2023,east_richmond,East Richmond Station,0,0,0,0,0,0,0,0,180,190,370,0,0,0,0,0,-10,0.0
2023,eastwood,Eastwood Station,2350,860,1620,1520,1540,2700,690,1200,6200,6280,12480,3210,3140,4240,1890,7450,-80,0.5969551282051282
2023,edgecliff,Edgecliff Station,2780,2370,1530,1320,2730,2720,690,1020,7730,7430,15160,5150,2850,5450,1710,10600,300,0.6992084432717678
2023,edmondson_park,Edmondson Park Station,2160,230,500,450,530,1970,410,850,3600,3500,7100,2390,950,2500,1260,4890,100,0.6887323943661972
2023,emu_plains,Emu Plains Station,550,90,100,100,160,530,110,130,920,850,1770,640,200,690,240,1330,70,0.751412429378531
2023,engadine,Engadine Station,590,160,200,170,180,520,110,140,1080,990,2070,750,370,700,250,1450,90,0.7004830917874396
2023,epping,Epping Station,5920,1630,2210,1730,2720,5820,970,2580,11820,11760,23580,7550,3940,8540,3550,16090,60,0.6823579304495335
2023,erskineville,Erskineville Station,1240,260,370,260,480,1010,220,540,2310,2070,4380,1500,630,1490,760,2990,240,0.682648401826484
2023,fairfield,Fairfield Station,1970,910,1380,1280,1300,1970,620,980,5270,5140,10410,2880,2660,3270,1600,6150,130,0.590778097982709
2023,fairy_meadow,Fairy Meadow Station,0,0,0,0,0,0,0,0,100,90,190,0,0,0,0,0,10,0.0
2023,fassifern,Fassifern Station,0,0,0,0,0,0,0,0,330,270,600,0,0,0,0,0,60,0.0
2023,faulconbridge,Faulconbridge Station,0,0,0,0,0,0,0,0,70,60,130,0,0,0,0,0,10,0.0
2023,flemington,Flemington Station,1660,640,960,570,1020,1440,500,1180,4140,3830,7970,2300,1530,2460,1680,4760,310,0.5972396486825596
2023,glenbrook,Glenbrook Station,0,0,0,0,0,0,0,0,360,320,680,0,0,0,0,0,40,0.0
2023,glenfield,Glenfield Station,2400,930,890,550,1090,2240,550,1020,4930,4740,9670,3330,1440,3330,1570,6660,190,0.688728024819028
2023,gordon,Gordon Station,3080,1190,1080,830,1630,2770,390,1240,6180,6030,12210,4270,1910,4400,1630,8670,150,0.7100737100737101
2023,gosford,Gosford Station,1680,990,780,550,1010,1630,460,670,3930,3840,7770,2670,1330,2640,1130,5310,90,0.6833976833976834
2023,granville,Granville Station,2160,860,1440,1020,1450,2280,1110,1650,6160,5810,11970,3020,2460,3730,2760,6750,350,0.5639097744360902
2023,green_square,Green Square Station,3270,3220,1960,1680,4290,3190,1230,2080,10750,10170,20920,6490,3640,7480,3310,13970,580,0.6677820267686424
2023,guildford,Guildford Station,1110,220,580,410,460,1130,360,540,2510,2300,4810,1330,990,1590,900,2920,210,0.6070686070686071
